Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
5567,Personal and Ubiquitous Computing,5.50964867655E-06,1324,424,0.648,1.651,3.12,84,72,
5568,Journal of Renewable and Sustainable Energy,5.51008950216E-06,985,822,0.418,0.523,1.2,48,54,
5569,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,5.51009511171E-06,1056,738,0.589,0.868,1.43,64,50,
5570,Laser Physics,5.51011174753E-06,857,945,0.37,0.531,0.91,64,46,
5571,Journal of Microelectromechanical Systems,5.51013807965E-06,1191,570,0.712,1.223,2.09,77,70,
5572,Animal Reproduction Science,5.51014833411E-06,1112,654,0.652,1.088,1.7,73,70,
5573,Pediatric Dermatology,5.51015488934E-06,946,855,0.527,0.837,1.11,57,51,
5574,Biosystems Engineering,5.51018855426E-06,1269,480,0.738,1.573,2.64,85,75,
5575,Personal and Ubiquitous Computing,5.51020395745E-06,1324,424,0.648,1.651,3.12,90,72,
5576,ACS Symposium Series,5.51020507074E-06,355,1525,0.16,0.167,0.23,18,16,
5577,Biological Control,5.51087686634E-06,1243,492,1.012,1.419,2.53,86,78,
5578,Biosystems Engineering,5.5108821133E-06,1269,480,0.738,1.573,2.64,80,75,
5579,Memorias do Instituto Oswaldo Cruz,5.51089661702E-06,1220,555,1.053,1.103,2.2,62,63,
5580,Current Directions in Psychological Science,5.51091022036E-06,1482,226,3.809,2.708,6.56,96,92,
5581,Biological Control,5.51093828324E-06,1243,492,1.012,1.419,2.53,91,78,
5582,European Food Research and Technology,0.000005511,1153,636,0.742,0.882,1.81,42,72,
5583,European Journal of Lipid Science and Technology,0.000005511,1180,573,0.71,1.024,2.06,77,70,
5584,Transplant International,0.000005511,1182,603,1.084,0.986,1.96,59,61,
5585,Eurasip Journal on Wireless Communications and Networking,5.51112979755E-06,1031,756,0.304,0.698,1.36,56,58,
5586,Translational Research,5.51116429515E-06,1371,346,1.739,1.191,3.96,97,81,
5587,Eurasip Journal on Wireless Communications and Networking,5.5111756989E-06,1031,756,0.304,0.698,1.36,54,58,
5588,International Forum of Allergy and Rhinology,5.51135232998E-06,1224,559,1.272,1.043,2.19,50,69,
5589,Journal of Medical Systems,5.51138294464E-06,1255,491,0.501,1.292,2.56,79,72,
5590,Photosynthesis Research,5.51156326678E-06,1368,374,1.617,1.247,3.66,81,78,
5591,European Journal of Lipid Science and Technology,5.5115980653E-06,1180,573,0.71,1.024,2.06,82,70,
5592,Journal of Physics G: Nuclear and Particle Physics,5.51171367816E-06,1164,592,1.178,0.983,1.97,79,62,
5593,European Journal of Plant Pathology,5.51206262198E-06,1081,670,0.666,1.064,1.61,79,67,
5594,International Journal of Advanced Robotic Systems,5.51217754063E-06,998,793,0.364,0.914,1.26,54,52,
5595,International Journal of Preventive Medicine,5.51227898019E-06,1096,675,0.605,0.985,1.62,69,57,
5596,Translational Research,5.51229092328E-06,1371,346,1.739,1.191,3.96,95,81,
5597,IEEE Transactions on Nanotechnology,5.51350934825E-06,1262,479,0.611,1.191,2.63,82,72,
5598,Environmental Health: A Global Access Science Source,5.51458479691E-06,1352,364,1.402,1.255,3.71,86,81,
5599,European Journal of Plant Pathology,5.51459667627E-06,1081,670,0.666,1.064,1.61,68,67,
5600,International Journal of Advanced Robotic Systems,5.51463391334E-06,998,793,0.364,0.914,1.26,45,52,
5601,Journal of Medical Systems,5.51466291707E-06,1255,491,0.501,1.292,2.56,71,72,
5602,Environmental Health: A Global Access Science Source,5.51466736119E-06,1352,364,1.402,1.255,3.71,96,81,
5603,Value in Health,5.514670041E-06,1288,430,1.868,1.648,3,95,71,
5604,Chinese Journal of Organic Chemistry,5.51468285857E-06,871,943,0.265,0.286,0.92,28,49,
5605,Cities,5.51468670162E-06,1286,423,1.332,1.995,3.04,98,75,
5606,International Journal of Advanced Robotic Systems,5.51468846463E-06,998,793,0.364,0.914,1.26,43,52,
5607,Health and Place,5.51473246529E-06,1290,419,1.355,1.273,3.08,92,82,
5608,Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics,5.51473265203E-06,926,857,0.444,0.499,1.08,56,48,
5609,European Journal of Lipid Science and Technology,5.51473466973E-06,1180,573,0.71,1.024,2.06,66,70,
5610,Virchows Archiv,5.51473760035E-06,1259,512,1.118,1.035,2.46,47,72,
5611,Journal of Dermatological Science,5.51474108808E-06,1263,489,1.304,1.182,2.58,62,73,
5612,European Journal of Plant Pathology,5.51475589115E-06,1081,670,0.666,1.064,1.61,73,67,
5613,Virchows Archiv,5.51478204761E-06,1259,512,1.118,1.035,2.46,45,72,
5614,Laser Physics,5.51478396631E-06,857,945,0.37,0.531,0.91,41,46,
5615,Zidonghua Xuebao/Acta Automatica Sinica,5.51478796019E-06,1038,742,0.396,0.887,1.4,52,56,
5616,Endocrine Practice,5.51480131333E-06,1146,642,0.885,0.923,1.79,50,50,
5617,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,5.51480617337E-06,582,1244,0.256,0.363,0.47,35,30,
5618,Health and Place,5.51481882024E-06,1290,419,1.355,1.273,3.08,95,82,
5619,Laser Physics,5.51481972597E-06,857,945,0.37,0.531,0.91,42,46,
5620,Health and Place,5.51483990919E-06,1290,419,1.355,1.273,3.08,96,82,
5621,Journal of Cystic Fibrosis,5.51488435718E-06,1319,398,1.928,1.314,3.31,95,74,
5622,IEEE Transactions on Nanotechnology,5.51517824853E-06,1262,479,0.611,1.191,2.63,79,72,
5623,Photosynthesis Research,5.51517858387E-06,1368,374,1.617,1.247,3.66,70,78,
5624,JPMA. The Journal of the Pakistan Medical Association,5.51522217671E-06,588,1243,0.258,0.479,0.47,35,31,
5625,Zidonghua Xuebao/Acta Automatica Sinica,5.51525224872E-06,1038,742,0.396,0.887,1.4,57,56,
5626,Journal of Medical Systems,5.51527545936E-06,1255,491,0.501,1.292,2.56,75,72,
5627,Translational Research,5.5152894076E-06,1371,346,1.739,1.191,3.96,92,81,
5628,European Journal of Lipid Science and Technology,5.51531409896E-06,1180,573,0.71,1.024,2.06,71,70,
5629,Eurasip Journal on Wireless Communications and Networking,5.51533741214E-06,1031,756,0.304,0.698,1.36,50,58,
5630,Journal of Medical Systems,5.53538136917E-06,1255,491,0.501,1.292,2.56,65,72,
5631,Journal of Heat Transfer,5.53543731821E-06,1104,646,0.834,1.038,1.71,75,54,
5632,IEEE Transactions on Electromagnetic Compatibility,5.53553785863E-06,1153,586,0.735,1.726,1.97,75,69,
5633,Zidonghua Xuebao/Acta Automatica Sinica,5.53561752591E-06,1038,742,0.396,0.887,1.4,48,56,
5634,Journal of Integrative Agriculture,5.5356224867E-06,952,811,0.401,0.609,1.17,67,55,
5635,Discrete and Continuous Dynamical Systems,5.53570758097E-06,929,815,1.635,1.182,1.14,88,52,
5636,Asian Journal of Andrology,0.000005536,1130,600,0.818,0.885,1.88,84,63,
5637,Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics,0.000005536,926,857,0.444,0.499,1.08,47,48,
5638,Journal of Dermatological Science,5.53620277429E-06,1263,489,1.304,1.182,2.58,51,73,
5639,Reproductive Sciences,5.53642240613E-06,1158,575,0.889,0.721,2.01,73,72,
5640,Cities,5.53682716491E-06,1286,423,1.332,1.995,3.04,96,75,
5641,Value in Health,5.53682898567E-06,1288,430,1.868,1.648,3,91,71,
5642,Journal of Medical Case Reports,5.53683364982E-06,721,1081,0.257,0.609,0.67,42,41,
5643,IEEE Transactions on Electromagnetic Compatibility,5.53684458951E-06,1153,586,0.735,1.726,1.97,73,69,
5644,Journal of Integrative Agriculture,5.53684950238E-06,952,811,0.401,0.609,1.17,65,55,
5645,Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics,5.53685911187E-06,926,857,0.444,0.499,1.08,52,48,
5646,IEEE Transactions on Electromagnetic Compatibility,5.53686815266E-06,1153,586,0.735,1.726,1.97,72,69,
5647,Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics,5.53687098913E-06,926,857,0.444,0.499,1.08,51,48,
5648,BMC Pulmonary Medicine,0.000005537,1259,456,1.128,1.131,2.76,82,82,
5649,Endocrine Practice,0.000005537,1146,642,0.885,0.923,1.79,42,50,
5650,Journal of Cystic Fibrosis,5.5370935566E-06,1319,398,1.928,1.314,3.31,86,74,
5651,Journal of Vacuum Science and Technology B:Nanotechnology and Microelectronics,5.53709669607E-06,926,857,0.444,0.499,1.08,50,48,
5652,Cities,5.56145809315E-06,1286,423,1.332,1.995,3.04,89,75,
5653,Transactions of the American Mathematical Society,5.56148954377E-06,991,738,2.233,1.871,1.34,87,58,
5654,Virulence,5.56229392356E-06,1344,376,1.877,1.339,3.57,85,65,
5655,Journal of Integrative Agriculture,5.56229527928E-06,952,811,0.401,0.609,1.17,57,55,
5656,Journal of Heat Transfer,5.56229557543E-06,1104,646,0.834,1.038,1.71,70,54,
5657,Virulence,5.56234929966E-06,1344,376,1.877,1.339,3.57,87,65,
5658,Neurorehabilitation and Neural Repair,5.56242868061E-06,1379,302,2.007,1.626,4.57,98,91,
5659,Journal of Integrative Agriculture,5.56245324904E-06,952,811,0.401,0.609,1.17,58,55,
5660,Animal Reproduction Science,5.56430350342E-06,1112,654,0.652,1.088,1.7,36,70,
5661,Acta Anaesthesiologica Scandinavica,5.56430355444E-06,1165,565,0.956,1.165,2.06,79,62,
5662,Expert Review of Vaccines,5.56437498592E-06,1295,421,1.464,0.984,3.08,76,77,
5663,Applied Physiology  Nutrition and Metabolism,5.56439235077E-06,1119,611,0.852,0.751,1.83,75,66,
5664,Discrete and Continuous Dynamical Systems,5.56450028456E-06,929,815,1.635,1.182,1.14,75,52,
5665,Journal of Statistical Physics,5.56505404491E-06,1015,731,1.009,1.135,1.39,72,55,
5666,Acta Anaesthesiologica Scandinavica,5.56505433593E-06,1165,565,0.956,1.165,2.06,80,62,
5667,Expert Review of Vaccines,5.56507598051E-06,1295,421,1.464,0.984,3.08,75,77,
5668,Journal of Heat Transfer,5.56508930316E-06,1104,646,0.834,1.038,1.71,66,54,
5669,Asian Journal of Andrology,5.56509834631E-06,1130,600,0.818,0.885,1.88,76,63,
5670,European Journal of Clinical Investigation,5.56510200984E-06,1239,465,1.186,0.857,2.66,88,76,
5671,International Journal of Human Resource Management,5.565108066E-06,1179,533,0.871,1.147,2.21,84,72,
5672,Journal of Heat Transfer,5.565119049E-06,1104,646,0.834,1.038,1.71,64,54,
5673,Journal of Integrative Agriculture,5.56515373672E-06,952,811,0.401,0.609,1.17,52,55,
5674,Eukaryotic Cell,5.56518121676E-06,1271,424,1.543,1.053,3,91,82,
5675,Neurorehabilitation and Neural Repair,5.56518838378E-06,1379,302,2.007,1.626,4.57,92,91,
5676,Virulence,5.56775282329E-06,1344,376,1.877,1.339,3.57,79,65,
5677,Calcified Tissue International,5.56776778811E-06,1279,420,1.207,1.08,3.05,94,73,
5678,International Journal of Human Resource Management,5.56776794508E-06,1179,533,0.871,1.147,2.21,83,72,
5679,Conference Record - IEEE Instrumentation and Measurement Technology Conference,5.56823966933E-06,744,1038,0.288,0.446,0.72,43,44,
5680,Proceedings of the IEEE International Conference on Industrial Technology,5.56829345461E-06,774,1008,0.22,0.332,0.77,46,41,
5681,Neurorehabilitation and Neural Repair,5.56832916995E-06,1379,302,2.007,1.626,4.57,89,91,
5682,International Journal of Human Resource Management,5.56850022711E-06,1179,533,0.871,1.147,2.21,80,72,
5683,International Journal of Engineering Science,5.56850024497E-06,1354,337,2.12,1.632,4.02,97,73,
5684,Comparative biochemistry and physiology. Part A  Molecular & integrative physiology,5.59568137394E-06,1184,549,0.794,0.879,2.16,52,77,
5685,Nutrition Reviews,5.59611218451E-06,1430,241,2.367,2.263,5.93,97,88,
5686,Journal of Statistical Physics,5.59616514793E-06,1015,731,1.009,1.135,1.39,62,55,
5687,Comparative biochemistry and physiology. Part A  Molecular & integrative physiology,0.000005599,1184,549,0.794,0.879,2.16,51,77,
5688,Tree Physiology,5.59906307511E-06,1299,388,1.394,1.177,3.35,88,84,
5689,Nutrition Reviews,5.59906965146E-06,1430,241,2.367,2.263,5.93,96,88,
5690,Heart Lung and Circulation,5.59906995932E-06,1045,702,0.729,0.762,1.49,60,55,
5691,Virulence,5.59907030681E-06,1344,376,1.877,1.339,3.57,73,65,
5692,Contributions to Mineralogy and Petrology,5.5990895842E-06,1282,408,2.235,1.199,3.14,87,82,
5693,IEEE Conference on Intelligent Transportation Systems  Proceedings  ITSC,5.59924335548E-06,889,867,0.211,0.605,1.03,56,50,
5694,Expert Review of Vaccines,5.59988945803E-06,1295,421,1.464,0.984,3.08,65,77,
5695,Advanced Engineering Materials,5.59991388727E-06,1159,561,0.826,1.083,2.07,74,65,
5696,Archives of Gerontology and Geriatrics,5.59993398561E-06,1208,478,1.008,1.117,2.53,95,77,
5697,Computer,5.60005432497E-06,1117,614,0.427,2.361,1.82,79,49,
5698,Discrete and Continuous Dynamical Systems,5.60014156494E-06,929,815,1.635,1.182,1.14,62,52,
5699,Journal of diabetes science and technology,5.60021764187E-06,1179,550,0.804,1.124,2.14,66,63,
5700,Advanced Engineering Materials,5.60021898637E-06,1159,561,0.826,1.083,2.07,73,65,
5701,Stochastic Environmental Research and Risk Assessment,5.60026979205E-06,1212,477,1.149,1.381,2.54,89,79,
5702,Security and Communication Networks,5.60126904312E-06,1028,718,0.319,0.842,1.43,58,55,
5703,Expert Review of Vaccines,5.60186525289E-06,1295,421,1.464,0.984,3.08,62,77,
5704,Biology and Fertility of Soils,5.60190197937E-06,1325,352,1.343,1.419,3.76,94,84,
5705,Journal of diabetes science and technology,5.60192937356E-06,1179,550,0.804,1.124,2.14,65,63,
5706,Proceedings of the IEEE International Conference on Industrial Technology,5.60193132439E-06,774,1008,0.22,0.332,0.77,37,41,
5707,Transactions of the American Mathematical Society,5.60217126481E-06,991,738,2.233,1.871,1.34,68,58,
5708,NeuroToxicology,5.6024727954E-06,1282,412,1.121,1.059,3.11,79,82,
5709,Stochastic Environmental Research and Risk Assessment,5.60247436361E-06,1212,477,1.149,1.381,2.54,87,79,
5710,Applied Physiology  Nutrition and Metabolism,5.60259284898E-06,1119,611,0.852,0.751,1.83,54,66,
5711,Comparative biochemistry and physiology. Part A  Molecular & integrative physiology,5.60267792026E-06,1184,549,0.794,0.879,2.16,40,77,
5712,Eukaryotic Cell,5.60268372154E-06,1271,424,1.543,1.053,3,71,82,
5713,Physica C: Superconductivity and its Applications,5.6027561496E-06,933,816,0.575,0.924,1.14,58,49,
5714,Journal of diabetes science and technology,5.60276958155E-06,1179,550,0.804,1.124,2.14,59,63,
5715,Security and Communication Networks,5.60277952024E-06,1028,718,0.319,0.842,1.43,54,55,
5716,Stochastic Environmental Research and Risk Assessment,5.6027838704E-06,1212,477,1.149,1.381,2.54,82,79,
5717,Physica C: Superconductivity and its Applications,5.60279653489E-06,933,816,0.575,0.924,1.14,59,49,
5718,Biology and Fertility of Soils,5.60280197822E-06,1325,352,1.343,1.419,3.76,91,84,
5719,Contributions to Mineralogy and Petrology,5.60280469723E-06,1282,408,2.235,1.199,3.14,80,82,
5720,Archives of Gerontology and Geriatrics,5.60280493429E-06,1208,478,1.008,1.117,2.53,90,77,
5721,Heart Lung and Circulation,5.60294687409E-06,1045,702,0.729,0.762,1.49,48,55,
5722,Tree Physiology,0.000005603,1299,388,1.394,1.177,3.35,77,84,
5723,Psychological Assessment,0.000005603,1268,414,1.525,1.69,3.06,91,74,
5724,International Journal of Pure and Applied Mathematics,0.000005603,337,1488,0.253,0.388,0.23,14,15,
5725,IEEE Conference on Intelligent Transportation Systems  Proceedings  ITSC,0.000005603,889,867,0.211,0.605,1.03,47,50,
5726,NeuroToxicology,5.60307274472E-06,1282,412,1.121,1.059,3.11,73,82,
5727,Stochastic Environmental Research and Risk Assessment,5.60466129076E-06,1212,477,1.149,1.381,2.54,78,79,
5728,Calcified Tissue International,5.60466371755E-06,1279,420,1.207,1.08,3.05,74,73,
5729,Applied Physiology  Nutrition and Metabolism,5.60473681789E-06,1119,611,0.852,0.751,1.83,51,66,
5730,International Endodontic Journal,5.60473807125E-06,1252,422,1.928,1.532,2.97,94,77,
5731,Physica C: Superconductivity and its Applications,5.60480248001E-06,933,816,0.575,0.924,1.14,50,49,
5732,BMC Systems Biology,0.000005605,1147,543,1.144,0.735,2.11,86,71,
5733,Sexually Transmitted Infections,5.60561308578E-06,1149,568,1.66,1.243,2.02,77,61,
5734,Asian Journal of Organic Chemistry,5.61029440051E-06,1236,459,1.143,0.545,2.69,71,76,
5735,CNS Drugs,5.61038881678E-06,1381,277,1.763,1.649,4.99,97,87,
5736,Journal of Pure and Applied Microbiology,5.6105897483E-06,261,1559,0.135,0.158,0.17,11,12,
5737,Archives of Gerontology and Geriatrics,5.61061542684E-06,1208,478,1.008,1.117,2.53,76,77,
5738,Free Radical Research,5.61062404415E-06,1275,395,1.102,1.025,3.23,92,83,
5739,Eukaryotic Cell,5.61062673208E-06,1271,424,1.543,1.053,3,62,82,
5740,European Journal of Clinical Investigation,5.61066344344E-06,1239,465,1.186,0.857,2.66,63,76,
5741,International Journal of Pure and Applied Mathematics,5.61067586826E-06,337,1488,0.253,0.388,0.23,6,15,
5742,Psychological Assessment,5.61069112107E-06,1268,414,1.525,1.69,3.06,86,74,
5743,Current Diabetes Reports,5.61069460437E-06,1264,418,1.329,1.004,3.02,81,80,
5744,Journal of Integrative Agriculture,5.61079114904E-06,952,811,0.401,0.609,1.17,25,55,
5745,NACE - International Corrosion Conference Series,5.61079179815E-06,254,1564,0.217,0.301,0.16,14,12,
5746,Knee,5.61080404094E-06,1147,545,1.155,1.045,2.1,81,66,
5747,CNS Drugs,5.61083666985E-06,1381,277,1.763,1.649,4.99,95,87,
5748,Applied Physiology  Nutrition and Metabolism,5.61085805412E-06,1119,611,0.852,0.751,1.83,49,66,
5749,Calcified Tissue International,5.61089926656E-06,1279,420,1.207,1.08,3.05,72,73,
5750,BMC Systems Biology,5.61090270674E-06,1147,543,1.144,0.735,2.11,84,71,
5751,CNS Drugs,5.61091903405E-06,1381,277,1.763,1.649,4.99,96,87,
5752,Biology and Fertility of Soils,5.61094022052E-06,1325,352,1.343,1.419,3.76,82,84,
5753,NACE - International Corrosion Conference Series,0.000005611,254,1564,0.217,0.301,0.16,19,12,
5754,European Journal of Clinical Investigation,0.000005611,1239,465,1.186,0.857,2.66,65,76,
5755,Journal of Hydrologic Engineering - ASCE,0.000005611,1030,678,0.808,1.034,1.52,76,59,
5756,European Journal of Haematology,5.61111275075E-06,1155,539,1.045,0.968,2.14,81,71,
5757,International Journal of Antennas and Propagation,5.61115778153E-06,846,900,0.276,0.576,0.94,52,46,
5758,Current Microbiology,5.61127750002E-06,1038,673,0.605,0.643,1.54,68,64,
5759,NACE - International Corrosion Conference Series,5.61127844032E-06,254,1564,0.217,0.301,0.16,15,12,
5760,PACE - Pacing and Clinical Electrophysiology,5.61249096791E-06,962,766,0.813,0.695,1.26,61,51,
5761,Global Health Action,5.61334293052E-06,1056,645,0.963,0.872,1.64,74,64,
5762,Technical Physics Letters,5.61334702876E-06,788,967,0.424,1.006,0.81,41,44,
5763,Sexually Transmitted Infections,5.61347013125E-06,1149,568,1.66,1.243,2.02,59,61,
5764,Modern Healthcare,5.61445976298E-06,64,1766,0.106,0,0.04,8,3,
5765,F1000Research,5.61446714748E-06,943,784,0.774,0.393,1.2,60,52,
5766,Expert Opinion on Drug Metabolism and Toxicology,5.61479807158E-06,1254,407,0.904,0.92,3.08,91,82,
5767,Journal of Pure and Applied Microbiology,5.61479963211E-06,261,1559,0.135,0.158,0.17,6,12,
5768,Global Health Action,5.61481104462E-06,1056,645,0.963,0.872,1.64,70,64,
5769,Applied Physiology  Nutrition and Metabolism,5.61494156566E-06,1119,611,0.852,0.751,1.83,41,66,
5770,F1000Research,5.61494458527E-06,943,784,0.774,0.393,1.2,59,52,
5771,Current Diabetes Reports,5.61494931463E-06,1264,418,1.329,1.004,3.02,73,80,
5772,Chinese Journal of New Drugs,0.000005615,130,1691,0.112,0.081,0.08,11,7,
5773,Journal of Hydrologic Engineering - ASCE,0.000005615,1030,678,0.808,1.034,1.52,69,59,
5774,IEICE Transactions on Communications,5.61512806934E-06,802,956,0.246,0.59,0.84,49,32,
5775,Journal of Nutrition  Health and Aging,5.63307396852E-06,1207,470,1.026,0.936,2.57,80,76,
5776,Evolutionary Applications,5.63320348344E-06,1370,276,2.299,1.478,4.96,97,86,
5777,Journal of Drugs in Dermatology,5.63325307243E-06,930,798,0.486,1.019,1.17,58,49,
5778,European Physical Journal D,5.63329799061E-06,845,901,0.424,0.66,0.94,42,47,
5779,Journal of Applied Psychology,5.63334850288E-06,1356,285,4.248,2.821,4.76,98,87,
5780,BMC Systems Biology,5.63335340241E-06,1147,543,1.144,0.735,2.11,72,71,
5781,Renal Failure,5.63379021417E-06,878,840,0.413,0.448,1.05,63,51,
5782,Chinese Journal of New Drugs,5.6337905846E-06,130,1691,0.112,0.081,0.08,5,7,
